Name,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrash | James,WAS,2004,8,,,,21,17,203,,,,,,,,,,,,,,,,,,,,,,,,,
Thrash | James,WAS,2005,12,1,8,,27,14,194,,,,,,,,,,,,,,,,,,,,,,,,,
Thrash | James,WAS,2006,7,,,,18,12,151,1,,,,,,,,,,,,,,,,,,,,,,,,
Thrash | James,WAS,2007,12,,,,18,9,107,2,,,,,,,,,,,,,,,,,,,,,,,,
Thrash | James,WAS,2008,16,,,,22,9,81,1,,,,,,,,,,,,,,,,,,,,,,,,
Thurman | Andrae,GB,2004,1,,,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,
Thurman | Andrae,GB,2005,5,,,,13,7,92,,,,,,,,,,,,,,,,,,,,,,,,,
Toomer | Amani,NYG,2004,15,,,,106,51,747,,,,,,,,,,,,,,,,,,,,,,,,,
Toomer | Amani,NYG,2005,16,,,,116,60,684,7,,,,,,,,,,,,,,,,,,,,,,,,
Toomer | Amani,NYG,2006,8,1,,,49,32,360,3,,,,,,,,,,,,,,,,,,,,,,,,
Toomer | Amani,NYG,2007,16,,,,104,59,760,3,,,,,,,,,,,,,,,,,,,,,,,,
Toomer | Amani,NYG,2008,16,,,,89,48,580,4,,,,,,,,,,,,,,,,,,,,,,,,
Townsel | Derrick,HOU,2010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker | Verran,KC,2010,11,,,,19,6,114,1,,,,,,,,,,,,,,,,,,,,,,,,
Turner | Patrick,MIA,2009,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner | Patrick,NYJ,2010,5,,,,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,
Turner | Patrick,NYJ,2011,15,,,,15,8,96,1,,,,,,,,,,,,,,,,,,,,,,,,
Turner | Patrick,NYJ,2012,2,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyree | David,BAL,2009,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyree | David,NYG,2004,4,,,,17,10,155,1,,,,,,,,,,,,,,,,,,,,,,,,
Tyree | David,NYG,2005,3,,,,8,5,52,1,,,,,,,,,,,,,,,,,,,,,,,,
Tyree | David,NYG,2006,9,,,,35,19,197,2,,,,,,,,,,,,,,,,,,,,,,,,
Tyree | David,NYG,2007,12,,,,5,4,35,,,,,,,,,,,,,,,,,,,,,,,,,
Underwood | Tiquan,JAC,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Underwood | Tiquan,JAC,2010,10,,,,22,8,111,,,,,,,,,,,,,,,,,,,,,,,,,
Underwood | Tiquan,NEP,2011,5,,,,6,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
Underwood | Tiquan,TBB,2012,14,1,1,,55,28,425,2,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,ARI,2007,10,,,,38,22,329,2,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,ARI,2008,16,,,,51,34,448,4,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,ARI,2009,10,,,,29,18,186,,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,KCC,2011,6,1,7,,13,4,35,1,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,SEA,2004,3,,,,8,6,117,1,,,,,,,,,,,,,,,,,,,,,,,,
Urban | Jerheme,SEA,2005,4,,,,8,7,151,,,,,,,,,,,,,,,,,,,,,,,,,
Vick | Marcus,MIA,2006,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vines | Scott,DET,2004,3,,,,9,3,51,,,,,,,,,,,,,,,,,,,,,,,,,
Vines | Scott,DET,2005,13,1,7,,73,40,417,,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,CHI,2004,16,12,76,,87,42,481,,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,CHI,2005,11,,,,23,10,80,,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,KC,2009,12,3,11,,74,36,367,2,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,MIN,2007,16,1,,,83,54,647,3,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,MIN,2008,16,,,,88,53,645,2,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,TEN,2005,2,1,1,,5,4,40,,,,,,,,,,,,,,,,,,,,,,,,,
Wade | Bobby,TEN,2006,16,,,,59,33,461,2,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,DEN,2006,16,9,123,1,129,69,1084,8,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,DEN,2007,8,2,,,50,26,287,,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,GB,2004,16,,,,140,89,1380,12,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,GB,2005,1,,,,6,4,27,,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,OAK,2008,8,,,,32,15,196,1,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Javon,OAK,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker | Mike,JAC,2008,9,,,,30,16,217,,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Mike,PIT,2009,16,5,48,,72,39,756,6,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Mike,PIT,2010,16,5,39,,99,60,1257,10,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Mike,PIT,2011,16,5,57,,114,72,1193,8,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Mike,PIT,2012,15,5,7,,119,64,836,8,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Roberto,MIA,2010,12,,,,10,6,62,,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Roberto,MIA,2011,2,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wallace | Taco,SEA,2004,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,CIN,2004,6,,,,9,8,67,,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,CIN,2005,9,,,,25,19,211,,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2006,11,1,3,,20,17,160,,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2007,16,5,30,,106,65,800,4,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2008,16,3,23,,95,60,899,8,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2009,14,4,26,,70,53,611,2,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2010,16,,,,80,51,621,5,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2011,15,,,,59,39,474,3,,,,,,,,,,,,,,,,,,,,,,,,
Walter | Kevin,HOU,2012,16,,,,68,41,518,2,,,,,,,,,,,,,,,,,,,,,,,,
Walters | Bryan,SDC,2011,4,,,,4,3,27,,,,,,,,,,,,,,,,,,,,,,,,,
Walters | Troy,ARI,2006,12,,,,34,23,209,2,,,,,,,,,,,,,,,,,,,,,,,,
Walters | Troy,DET,2007,13,,,,10,9,101,1,,,,,,,,,,,,,,,,,,,,,,,,
Walters | Troy,IND,2004,1,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Walters | Troy,IND,2005,3,,,,19,14,152,3,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Dedric,DAL,2004,5,1,11,,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2004,16,7,25,1,111,80,1004,4,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2005,15,3,10,,115,69,975,11,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2006,14,2,30,,127,74,975,6,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2007,13,3,11,,112,71,732,7,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2008,16,1,4,,125,81,1043,7,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2009,16,,,,136,95,1167,6,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2010,16,1,-2,,93,59,755,5,,,,,,,,,,,,,,,,,,,,,,,,
Ward | Hines,PIT,2011,15,,,,63,46,381,2,,,,,,,,,,,,,,,,,,,,,,,,
Warren | Paris,TB,2006,4,,,,6,5,63,,,,,,,,,,,,,,,,,,,,,,,,,
Warrick | Peter,CIN,2004,3,2,14,,17,11,127,,,,,,,,,,,,,,,,,,,,,,,,,
Warrick | Peter,SEA,2005,9,1,5,,18,11,180,,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,BAL,2009,15,1,1,,48,34,431,2,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,CIN,2004,14,1,-1,,52,31,378,3,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,CIN,2005,6,,,,24,10,101,1,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,CIN,2006,4,,,,12,9,115,1,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,NE,2008,10,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Kelley,SD,2010,8,,,,14,13,173,1,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,PIT,2006,16,3,8,,71,35,624,4,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,PIT,2007,16,1,,,55,29,450,5,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,PIT,2008,16,5,18,,78,40,631,3,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,TEN,2009,16,2,15,,95,47,569,6,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,TEN,2010,16,1,-8,,94,42,687,6,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,TEN,2011,16,2,5,1,121,74,1023,7,,,,,,,,,,,,,,,,,,,,,,,,
Washington | Nate,TEN,2012,16,,,,90,46,746,4,,,,,,,,,,,,,,,,,,,,,,,,
Watkins | Todd,OAK,2008,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watkins | Todd,OAK,2009,13,,,,19,8,90,,,,,,,,,,,,,,,,,,,,,,,,,
Watts | Darius,DEN,2004,16,5,33,,55,31,385,1,,,,,,,,,,,,,,,,,,,,,,,,
Watts | Darius,DEN,2005,2,,,,4,2,22,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2004,16,1,-4,,125,77,1210,12,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2005,16,,,,125,83,1055,5,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2006,16,,,,139,86,1310,9,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2007,16,1,4,,156,104,1510,10,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2008,16,,,,130,82,1145,6,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2009,16,,,,149,100,1264,10,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2010,16,,,,176,111,1355,6,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2011,16,,,,132,75,960,4,,,,,,,,,,,,,,,,,,,,,,,,
Wayne | Reggie,IND,2012,16,1,-5,,195,106,1355,5,,,,,,,,,,,,,,,,,,,,,,,,
Webb | Jeff,KC,2006,1,,,,4,3,23,,,,,,,,,,,,,,,,,,,,,,,,,
Webb | Jeff,KC,2007,16,1,5,,58,28,313,1,,,,,,,,,,,,,,,,,,,,,,,,
Webb | Jeff,KC,2008,5,,,,13,5,46,,,,,,,,,,,,,,,,,,,,,,,,,
Weems | Eric,ATL,2008,6,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
Weems | Eric,ATL,2009,16,8,53,,6,6,50,2,,,,,,,,,,,,,,,,,,,,,,,,
Weems | Eric,ATL,2010,16,,,,6,6,61,,,,,,,,,,,,,,,,,,,,,,,,,
Weems | Eric,ATL,2011,16,,,,14,11,90,,,,,,,,,,,,,,,,,,,,,,,,,
Weems | Eric,CHI,2012,16,,,,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,MIA,2005,16,1,5,,53,29,434,,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,MIA,2006,16,,,,102,67,687,1,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NE,2007,16,4,34,,145,112,1175,8,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NE,2008,16,3,26,,149,111,1165,3,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NE,2009,14,5,36,,162,123,1348,4,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NE,2010,15,,,,123,86,848,7,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NEP,2011,16,4,30,,173,122,1569,9,,,,,,,,,,,,,,,,,,,,,,,,
Welker | Wes,NEP,2012,16,2,20,,175,118,1354,6,,,,,,,,,,,,,,,,,,,,,,,,
West | Chastin,JAC,2011,12,,,,27,13,163,2,,,,,,,,,,,,,,,,,,,,,,,,
Whalen | Ryan,CIN,2011,4,,,,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,,
Whalen | Ryan,CIN,2012,9,,,,12,7,53,,,,,,,,,,,,,,,,,,,,,,,,,
Wheelwright | Ernie,BAL,2008,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White | Blair,IND,2010,13,,,,57,36,355,5,,,,,,,,,,,,,,,,,,,,,,,,
White | Dez,ATL,2004,16,3,14,,54,30,370,2,,,,,,,,,,,,,,,,,,,,,,,,
White | Dez,ATL,2005,4,,,,9,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,
White | Jordan,NYJ,2012,2,,,,3,1,13,,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2005,15,4,12,,65,29,446,3,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2006,15,,,,66,30,506,,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2007,16,1,,,137,83,1202,6,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2008,16,2,4,,148,88,1382,7,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2009,16,1,2,,164,85,1153,11,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2010,16,1,3,,179,115,1389,10,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2011,16,,,,179,100,1296,8,,,,,,,,,,,,,,,,,,,,,,,,
White | Roddy,ATL,2012,16,,,,143,92,1351,7,,,,,,,,,,,,,,,,,,,,,,,,
Whitted | Alvis,OAK,2004,10,,,,25,9,227,2,,,,,,,,,,,,,,,,,,,,,,,,
Whitted | Alvis,OAK,2005,12,2,51,,25,14,183,,,,,,,,,,,,,,,,,,,,,,,,,
Whitted | Alvis,OAK,2006,13,1,4,,66,27,299,,,,,,,,,,,,,,,,,,,,,,,,,
Wilford | Ernest,JAX,2004,15,,,,35,19,271,2,,,,,,,,,,,,,,,,,,,,,,,,
Wilford | Ernest,JAX,2005,16,,,,74,41,681,7,,,,,,,,,,,,,,,,,,,,,,,,
Wilford | Ernest,JAX,2006,16,,,,77,36,524,2,,,,,,,,,,,,,,,,,,,,,,,,
Wilford | Ernest,MIA,2007,16,,,,74,45,518,3,,,,,,,,,,,,,,,,,,,,,,,,
Wilford | Ernest,MIA,2008,7,,,,6,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Brandon,STL,2007,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Damian,TEN,2010,16,1,5,,28,16,219,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Damian,TEN,2011,15,,,,94,45,592,5,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Damian,TEN,2012,13,,,,45,30,324,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Demetrius,BAL,2006,15,,,,44,22,396,2,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Demetrius,BAL,2007,9,,,,47,20,290,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Demetrius,BAL,2008,7,,,,23,13,180,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Demetrius,BAL,2009,12,,,,17,8,142,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Demetrius,CLE,2010,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Derrick,DET,2009,11,1,4,,13,6,52,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Derrick,DET,2010,7,,,,5,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Karl,ARI,2004,11,2,6,,31,18,197,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Kyle,SF,2010,5,,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Kyle,SFO,2011,13,2,32,,31,20,241,3,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Kyle,SFO,2012,11,4,21,,22,14,212,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | LaQuan,BAL,2011,12,,,,12,4,46,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike,DET,2005,14,,,,61,29,350,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike,DET,2006,8,,,,20,8,99,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike,SEA,2010,14,1,,,110,65,751,2,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike,SEA,2011,12,,,,38,18,236,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike (TB),TB,2010,16,,,,129,65,964,11,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike (TB),TB,2011,16,1,3,,124,65,771,3,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike (TB),TB,2012,16,,,,126,63,996,9,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Mike,TEN,2007,8,,,,23,7,90,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Paul,TEN,2008,5,,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Randal,DAL,2004,2,1,13,,3,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Reggie,JAC,2007,15,1,8,,60,38,629,10,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Reggie,JAC,2008,16,1,,,63,37,364,3,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,JAX,2004,14,,,,55,27,268,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Reggie,JAX,2005,14,2,3,,62,35,445,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Reggie,JAX,2006,16,6,34,,92,53,615,4,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,CHI,2011,15,,,,63,37,507,2,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DAL,2008,10,1,13,,43,19,198,1,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DAL,2009,15,,,,86,38,596,7,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DAL,2010,15,,,,64,37,530,5,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DET,2004,14,1,1,,119,54,817,8,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DET,2005,12,,,,92,45,687,8,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DET,2006,16,2,2,,156,82,1310,7,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roy,DET,2007,12,2,1,,104,63,836,5,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roydell,TEN,2005,8,,,,38,21,299,2,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roydell,TEN,2006,8,,,,21,8,121,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roydell,TEN,2007,16,2,,,93,55,719,4,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Roydell,WAS,2010,16,,,,18,8,109,,,,,,,,,,,,,,,,,,,,,,,,,
Williams | Stephen,ARI,2010,11,,,,23,9,101,,,,,,,,,,,,,,,,,,,,,,,,,
Williamson | Troy,JAC,2007,11,2,29,,38,18,240,1,,,,,,,,,,,,,,,,,,,,,,,,
Williamson | Troy,JAC,2008,8,1,1,,13,5,30,1,,,,,,,,,,,,,,,,,,,,,,,,
Williamson | Troy,JAC,2009,2,,,,4,3,34,,,,,,,,,,,,,,,,,,,,,,,,,
Williamson | Troy,MIN,2005,12,3,28,,53,24,372,2,,,,,,,,,,,,,,,,,,,,,,,,
Williamson | Troy,MIN,2006,14,,,,75,37,455,,,,,,,,,,,,,,,,,,,,,,,,,
Willis | Matt,BAL,2007,5,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,
Willis | Matt,DEN,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willis | Matt,DEN,2010,6,,,,2,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
Willis | Matthew,DEN,2011,16,,,,36,18,267,1,,,,,,,,,,,,,,,,,,,,,,,,
Willis | Matthew,DEN,2012,15,,,,22,10,90,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson | Cedrick,PIT,2005,16,1,0,,52,26,451,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson | Cedrick,PIT,2006,13,2,14,,67,37,504,1,,,,,,,,,,,,,,,,,,,,,,,,
Wilson | Cedrick,PIT,2007,16,2,37,,30,18,207,1,,,,,,,,,,,,,,,,,,,,,,,,
Wilson | Cedrick,SF,2004,15,1,6,,86,47,641,3,,,,,,,,,,,,,,,,,,,,,,,,
Wilson | Travis,CLE,2006,3,,,,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,,
Woodhead | Danny,NYJ,2009,10,15,64,,14,8,87,,,,,,,,,,,,,,,,,,,,,,,,,
Woods | D'Juan,JAC,2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woods | Rashaun,SF,2004,7,,,,20,7,160,1,,,,,,,,,,,,,,,,,,,,,,,,
Wright | Jarius,MIN,2012,7,2,11,,36,22,310,2,,,,,,,,,,,,,,,,,,,,,,,,
Wright | Kendall,TEN,2012,15,1,4,,104,64,626,4,,,,,,,,,,,,,,,,,,,,,,,,
Wright | Wallace,NYJ,2007,16,,,,12,6,87,,,,,,,,,,,,,,,,,,,,,,,,,
Wright | Wallace,NYJ,2008,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright | Wallace,NYJ,2009,16,,,,3,2,21,,,,,,,,,,,,,,,,,,,,,,,,,
Wylie | Devon,KCC,2012,6,,,,12,6,53,,,,,,,,,,,,,,,,,,,,,,,,,
Young | Titus,DET,2011,16,2,15,,85,48,607,6,,,,,,,,,,,,,,,,,,,,,,,,
Young | Titus,DET,2012,10,2,16,,56,33,383,4,,,,,,,,,,,,,,,,,,,,,,,,
Young | Walter,PIT,2006,1,,,,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,
Zeigler | Dominique,SF,2008,8,,,,8,5,97,,,,,,,,,,,,,,,,,,,,,,,,,
Zeigler | Dominique,SF,2010,11,,,,15,9,98,,,,,,,,,,,,,,,,,,,,,,,,,
